archetype_id,path,rm_type,aom_type,node_id,name_nb,name_en
openEHR-EHR-OBSERVATION.esas_r.v1,/,OBSERVATION,CComplexObject,at0000,Edmonton Symptom Assessment System - revidert versjon (ESAS-r),Edmonton Symptom Assessment System Revised (ESAS-r)
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001],HISTORY,CComplexObject,at0001,History,History
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002],POINT_EVENT,CComplexObject,at0002,Uspesifisert tidspunkthendelse,Any point in time event
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003],ITEM_TREE,CComplexObject,at0003,ItemTree,ItemTree
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0004],ELEMENT,CComplexObject,at0004,Smerte,Pain
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0004]/value,DV_COUNT,CComplexObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0004]/value/magnitude,Integer,CPrimitiveObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0005],ELEMENT,CComplexObject,at0005,Slapphet,Tiredness
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0005]/value,DV_COUNT,CComplexObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0005]/value/magnitude,Integer,CPrimitiveObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0006],ELEMENT,CComplexObject,at0006,Døsighet,Drowsiness
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0006]/value,DV_COUNT,CComplexObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0006]/value/magnitude,Integer,CPrimitiveObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0007],ELEMENT,CComplexObject,at0007,Kvalme,Nausea
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0007]/value,DV_COUNT,CComplexObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0007]/value/magnitude,Integer,CPrimitiveObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0008],ELEMENT,CComplexObject,at0008,Nedsatt matlyst,Lack of appetite
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0008]/value,DV_COUNT,CComplexObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0008]/value/magnitude,Integer,CPrimitiveObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0009],ELEMENT,CComplexObject,at0009,Tung pust,Shortness of breath
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0009]/value,DV_COUNT,CComplexObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0009]/value/magnitude,Integer,CPrimitiveObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0010],ELEMENT,CComplexObject,at0010,Depresjon,Depression
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0010]/value,DV_COUNT,CComplexObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0010]/value/magnitude,Integer,CPrimitiveObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0011],ELEMENT,CComplexObject,at0011,Angst,Anxiety
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0011]/value,DV_COUNT,CComplexObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0011]/value/magnitude,Integer,CPrimitiveObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0012],ELEMENT,CComplexObject,at0012,Velvære,Well-being
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0012]/value,DV_COUNT,CComplexObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0012]/value/magnitude,Integer,CPrimitiveObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0014],CLUSTER,CComplexObject,at0014,Annet problem,Other problem
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0014]/items[at0016],ELEMENT,CComplexObject,at0016,Navn på problem,Problem name
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0014]/items[at0016]/value,DV_TEXT,CComplexObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0014]/items[at0017],ELEMENT,CComplexObject,at0017,Vurdering,Rating
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0014]/items[at0017]/value,DV_COUNT,CComplexObject
openEHR-EHR-OBSERVATION.esas_r.v1,/data[at0001]/events[at0002]/data[at0003]/items[at0014]/items[at0017]/value/magnitude,Integer,CPrimitiveObject
openEHR-EHR-OBSERVATION.esas_r.v1,/protocol[at0018],ITEM_TREE,CComplexObject,at0018,ItemTree,ItemTree
openEHR-EHR-OBSERVATION.esas_r.v1,/protocol[at0018]/items[at0019],CLUSTER,ArchetypeSlot,at0019,Tilleggsinformasjon,Extension
